,asin,category,price_weighted_normalized,leak_weighted_normalized,absorb_weighted_normalized,comfort_weighted_normalized,material_weighted_normalized,package_weighted_normalized,size_weighted_normalized
152,B071V7GS92,Serviettes hygièniques,0.2799470011768895,0.0980399265976108,0.0985404656900607,0.0715011029192767,0.4592929822824404,0.1241031299669401,0.0747329614308777
153,B071VD5LF7,Tampons,0.0547419068097048,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.3141617823127204,0.0146135689722119
154,B071W8R7GW,Tampons,0.0,0.2089036135442832,0.0269236580331692,0.0762741259354718,0.4028496815205045,0.0796936158292756,0.0230290169816984
155,B07258JQ9M,Protège-slips,0.0713219563983904,0.070897305368159,0.0269236580331692,0.096894885892862,0.3543356740174836,0.1815213216420257,0.006346559639608
156,B0727P5W6L,Hygiène et épilation,0.0,0.0946331584247953,0.0269236580331692,0.0996362883620247,0.4920112816054804,0.0796936158292756,0.0435686388089351
157,B072FGYPPF,Tampons,0.0,0.070897305368159,0.0269236580331692,0.1075204148971439,0.3543356740174836,0.0796936158292756,0.0976023196662128
158,B072L6J47G,Tampons,0.1293988111933923,0.070897305368159,0.0269236580331692,0.1875325229769507,0.5483917040295673,0.2028570355679757,0.0345435254725476
159,B072NBV7SF,Tampons,0.182924519879607,0.092180123626466,0.0269236580331692,0.1753029304079959,0.3543356740174836,0.1319265750380601,0.0195329702142964
160,B072Q2LYJ9,Tampons,0.0765236986189644,0.593968779383376,0.0709707873463431,0.4842998285280233,0.6555822478813998,0.3528294446878384,0.1940688938880382
161,B073ZFFMFP,Tampons,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
162,B073ZGL2NC,Protège-slips,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
163,B073ZGQLXG,Tampons,0.0,0.070897305368159,0.0269236580331692,0.0929416647450733,0.3543356740174836,0.0796936158292756,0.0
164,B073ZGWD2F,Tampons,0.0,0.070897305368159,0.0269236580331692,0.0860782771052471,0.3543356740174836,0.0796936158292756,0.0
